AGE,Monthly Gross Income,Relationship Status,"Ownership of vehicle (car, jeep)",Length of service/Buisness,CIB Clearence,Occupation,Gender,Loan Amount,Number of dependent,Loan Status
57,72196,0,1,6,1,1,1,844782,4,0
34,88705,0,1,19,0,1,0,272632,1,1
54,72894,1,0,7,0,1,1,655631,3,0
56,102640,0,0,24,1,1,0,349550,5,1
46,29591,0,1,5,1,0,1,970375,1,0
53,112247,0,0,21,1,0,1,215154,6,1
55,15727,0,1,18,1,1,0,497166,2,0
56,58822,0,0,24,0,1,1,234961,4,0
54,118399,0,0,13,1,1,0,587720,4,0
52,127113,0,0,1,1,1,1,643264,1,0
24,145431,1,1,10,0,1,0,385160,4,1
44,143588,0,0,9,1,0,1,830107,4,0
45,75091,0,0,17,1,0,1,778102,5,0
39,109192,0,1,1,0,0,1,909985,4,0
31,125805,1,1,1,1,1,1,818698,4,0
24,133089,0,0,7,1,1,1,653620,5,0
54,104367,0,1,4,0,1,0,309697,6,0
39,28265,1,0,23,0,0,0,759796,4,0
22,94622,0,0,21,0,1,0,248159,6,1
19,50929,1,1,12,0,0,1,942134,5,0
44,76892,1,1,16,0,1,1,125428,2,0
38,71630,0,0,14,0,1,1,783514,4,0
55,146025,1,1,23,0,1,0,716333,1,0
32,102580,0,0,10,0,1,0,337012,3,1
38,92462,0,1,14,0,0,0,355739,2,1
27,128396,1,1,7,0,1,1,537963,4,0
40,112037,1,1,4,0,1,1,207369,1,0
56,110310,0,1,2,0,0,0,134349,3,0
22,63928,0,1,24,1,0,0,300565,5,0
18,104876,1,0,18,0,0,0,137358,4,1
30,39976,0,0,16,0,1,0,676772,7,0
38,139984,0,0,9,0,1,1,835809,6,0
43,113256,0,1,5,0,1,0,150837,6,0
38,115537,1,0,9,0,1,1,699621,5,0
35,124331,0,0,25,1,0,1,369675,2,1
54,22526,0,1,8,1,0,1,113825,6,0
49,118863,0,1,24,1,0,1,434591,3,1
53,88366,1,1,20,1,0,1,525532,6,0
34,71096,1,0,16,0,0,1,433411,7,0
52,86185,1,0,20,1,1,0,379423,7,0
28,65248,0,1,18,1,1,0,737382,3,0
38,148023,1,0,4,0,1,0,473903,6,0
43,94888,0,0,16,1,0,0,799583,5,0
21,109533,1,1,4,1,0,1,321024,5,1
51,56954,0,0,6,0,1,0,259072,6,0
35,104719,1,1,3,0,1,1,398443,7,0
57,15595,0,0,18,1,1,0,307274,2,0
52,44592,0,1,15,0,1,0,511461,1,0
58,55643,1,0,8,1,1,1,329174,7,0
46,77665,0,0,18,0,1,1,520555,6,0
46,20972,1,1,24,1,0,0,825748,7,0
55,30882,1,1,23,1,1,0,968382,7,0
59,40020,0,1,3,1,0,1,294891,4,0
38,117621,0,1,6,0,1,1,573033,1,0
59,100374,1,0,22,0,0,1,489031,7,0
30,59912,1,1,21,1,0,1,214074,6,1
58,27879,1,1,24,0,0,1,736979,7,0
34,48798,0,1,15,0,1,1,521247,3,0
26,122791,1,1,12,1,1,1,771986,4,0
58,90791,0,1,5,0,1,1,647590,2,0
18,81983,0,0,7,0,1,1,735565,1,0
19,148922,1,1,22,1,0,1,802051,1,0
46,26953,1,1,15,1,1,0,523328,4,0
50,121410,0,1,7,0,1,1,355450,2,1
27,140155,0,0,13,0,1,1,957479,7,0
57,96029,0,0,25,0,0,0,203812,6,1
38,19055,0,0,3,1,0,1,301276,2,0
45,53170,1,1,23,0,1,0,303623,6,0
28,114976,0,1,13,0,1,1,328027,1,1
51,43251,1,0,3,0,1,0,228407,7,0
25,63037,1,0,2,0,1,1,991398,6,0
39,107115,1,1,23,0,0,0,621404,1,0
25,92926,0,1,4,0,1,0,524530,5,0
32,85400,0,1,17,1,1,1,562755,4,0
34,114525,1,0,6,1,0,1,753594,7,0
40,116164,1,1,11,1,1,0,781595,2,0
41,121732,1,1,6,0,1,0,291644,3,1
36,30385,1,0,22,0,1,0,919798,4,0
22,24336,0,0,2,1,0,1,413491,6,0
49,80421,1,0,17,1,0,0,657125,5,0
18,51021,0,1,3,1,1,0,894571,4,0
40,149854,0,0,12,1,1,0,240657,1,1
54,132369,0,0,14,1,0,0,365803,4,1
25,64111,0,1,2,0,0,1,978193,7,0
30,104402,1,1,22,0,0,1,629922,6,0
25,134774,0,0,22,0,1,0,216969,4,1
40,57719,1,1,5,0,0,1,991558,7,0
60,140695,0,0,10,0,0,1,627970,4,0
18,149585,1,1,10,1,0,0,825458,6,0
41,119126,1,1,21,1,1,0,997917,3,0
52,92658,1,0,9,0,0,1,175038,5,1
41,46007,1,0,21,1,1,1,498629,4,0
34,121833,1,0,13,0,1,0,121984,4,1
22,133637,0,1,10,0,1,0,882469,3,0
37,135721,1,0,6,1,1,0,382631,2,1
38,108220,0,1,11,0,0,0,102075,4,1
57,41393,1,1,4,0,1,0,526766,7,0
48,72480,0,0,14,0,1,1,185726,6,0
53,132243,0,1,17,1,1,0,459943,7,1
28,103290,0,1,20,1,0,0,666581,6,0
32,119263,1,0,2,0,0,0,570661,4,0
36,20993,0,1,10,0,0,0,260284,2,0
24,108650,1,1,3,1,0,1,901394,6,0
45,132595,1,0,7,1,1,1,771213,7,0
60,67066,0,0,7,1,1,1,412353,7,0
22,126850,0,1,1,1,1,1,835271,4,0
22,57942,1,1,8,0,0,1,340969,4,0
47,31138,1,1,23,0,0,1,954077,4,0
49,133558,1,1,1,0,0,0,553717,5,0
25,24190,1,0,8,1,1,0,488820,6,0
27,107259,1,1,14,1,1,0,877331,1,0
55,93422,1,1,14,0,1,1,166856,5,1
49,97315,0,1,2,1,0,1,475162,2,0
45,44086,1,1,8,0,0,1,615753,5,0
34,140604,1,0,19,1,1,0,443667,7,1
48,115814,0,1,10,0,0,1,661473,5,0
25,134324,0,0,7,0,1,0,300307,3,1
57,143921,0,0,13,0,1,1,543100,2,1
42,18435,1,0,22,0,0,0,818218,2,0
26,116505,0,0,21,1,1,1,193745,2,1
19,68331,0,0,15,0,1,0,557542,5,0
32,128457,1,1,11,0,1,0,663618,2,0
20,67389,1,0,14,0,1,1,349309,6,0
53,68014,1,0,11,0,1,1,932847,3,0
21,45297,1,0,2,1,0,0,423150,4,0
31,58890,0,1,2,0,1,1,804487,5,0
58,36322,1,0,12,0,0,1,122547,4,0
58,50739,0,1,15,1,1,0,385083,4,0
42,94553,1,0,17,0,0,0,441882,5,0
27,23314,0,0,14,0,0,0,456900,6,0
38,108831,1,1,25,0,0,1,842658,5,0
53,90164,1,1,16,0,1,0,567548,2,0
29,122658,1,1,8,1,0,1,757082,3,0
44,92028,0,0,24,1,1,1,474984,5,0
57,51113,0,1,17,1,1,0,635962,4,0
19,132174,0,1,5,1,0,1,476095,5,1
30,35365,1,1,12,1,0,1,492239,3,0
49,54029,0,1,6,1,1,0,863437,1,0
48,16737,1,1,18,0,1,0,222225,6,0
33,146042,1,0,5,0,1,1,495494,4,0
49,100474,1,1,6,0,0,0,266190,1,1
49,93218,0,0,9,0,1,0,300231,1,1
51,143692,1,1,15,1,1,1,499746,7,1
28,143411,0,1,10,0,1,0,674154,3,0
27,15294,1,0,17,0,1,0,967955,6,0
32,39596,1,0,19,1,1,1,643834,5,0
34,113185,1,0,12,0,1,1,939737,1,0
57,26434,0,0,9,0,1,1,202833,7,0
35,73382,0,1,15,1,1,0,250025,2,1
26,53098,1,0,14,0,1,0,790943,5,0
42,19655,0,1,1,0,1,1,319964,6,0
57,98029,0,1,17,1,1,0,359832,4,1
31,61228,1,1,1,0,1,0,825474,5,0
42,18771,1,0,23,0,0,0,890894,3,0
39,89099,0,0,21,0,1,0,363032,7,0
47,135811,1,0,22,0,1,1,974300,3,0
37,77257,1,1,13,0,1,1,316470,4,0
38,32558,0,0,8,1,1,0,185509,4,0
49,73436,0,0,13,0,1,0,736234,4,0
38,122779,1,1,16,0,0,0,953691,7,0
52,139891,0,0,2,0,1,1,609162,7,0
49,47376,0,1,13,1,0,1,909842,3,0
47,92924,1,0,18,1,1,1,632890,6,0
56,44332,1,0,3,1,0,1,118614,7,0
29,146001,1,0,13,0,0,1,487229,6,1
58,61737,1,0,19,0,1,0,118444,7,0
35,145912,0,0,13,0,0,0,415194,5,1
38,104031,0,1,19,0,0,1,168149,1,1
30,35991,1,0,4,0,1,1,745991,1,0
38,42472,1,0,19,1,0,0,994740,2,0
25,74946,1,0,18,0,0,1,450762,3,0
57,16541,1,0,25,0,0,0,216490,4,0
24,144237,0,0,6,1,1,1,144866,6,1
40,17765,0,0,19,1,1,0,559429,7,0
49,58074,1,0,25,1,1,1,812599,5,0
28,117795,1,1,4,1,1,0,743689,6,0
39,116387,0,1,4,1,0,0,730322,3,0
39,146841,0,0,24,0,1,1,667499,2,0
60,17972,0,1,7,0,0,1,496220,6,0
42,118903,0,0,7,0,1,1,163789,1,1
39,118579,1,1,23,0,1,1,869066,5,0
45,54339,0,0,16,0,0,1,174522,1,0
46,118376,0,0,16,1,0,0,688372,5,0
30,57399,0,1,5,0,1,1,723320,4,0
35,59013,1,0,15,0,1,1,388413,5,0
19,42909,1,1,23,1,1,1,179709,7,0
46,147385,0,0,4,1,1,1,213145,4,1
38,18285,0,0,24,0,1,0,645406,3,0
32,138637,1,0,25,0,0,1,853854,1,0
44,50863,1,0,13,1,1,1,376233,5,0
48,146627,0,1,19,0,0,1,142956,5,1
32,36323,1,0,7,1,1,1,863963,2,0
40,85968,0,1,12,0,1,0,978033,1,0
41,68915,1,1,9,1,0,0,703514,3,0
30,124543,0,0,17,1,1,0,732893,4,0
39,123500,0,0,2,1,0,0,859703,3,0
60,126266,1,1,16,0,0,0,991181,2,0
54,41739,0,1,7,1,1,1,469277,3,0
50,143041,1,0,18,1,0,0,227974,4,1
20,68019,1,1,7,0,1,0,614219,1,0
36,22373,1,1,1,0,1,1,433304,6,0
40,35187,0,1,3,0,1,0,972510,2,0
46,82863,0,0,21,1,1,0,143779,7,1
47,112927,0,1,11,1,1,0,251567,5,1
56,99085,1,1,22,1,1,0,926034,5,0
42,132996,0,1,15,0,1,1,284175,1,1
54,54220,0,1,25,0,0,0,842500,6,0
25,145503,0,0,25,1,1,0,103247,3,1
59,22642,0,0,3,0,0,0,281440,7,0
33,94971,1,1,24,0,1,0,755300,7,0
25,70556,0,1,13,1,1,0,730572,5,0
18,53192,1,1,4,1,0,1,518690,2,0
22,45782,1,0,23,0,0,0,498802,6,0
20,19782,1,0,22,1,0,0,418372,4,0
18,75030,1,1,8,0,0,1,370084,7,0
21,71411,0,1,22,0,1,1,380750,3,0
57,112469,0,0,4,1,1,0,732041,6,0
52,61950,0,1,18,1,0,1,402891,7,0
49,148595,1,1,7,0,1,0,557943,4,1
59,65539,0,0,11,0,0,0,789642,6,0
51,37936,1,0,4,1,0,0,944192,6,0
60,65182,0,0,13,0,0,0,624022,3,0
42,126259,0,0,9,0,0,1,866402,2,0
27,110042,0,0,9,0,0,1,102883,4,1
38,28163,1,1,23,0,1,1,529810,2,0
56,37419,0,0,21,0,0,1,851391,4,0
44,136211,1,0,19,1,0,0,309175,7,1
44,137762,1,0,3,0,1,0,694163,7,0
19,15834,1,0,25,0,0,0,974641,3,0
58,47214,0,0,25,1,0,1,247558,2,0
30,17413,0,0,12,1,1,0,176085,7,0
26,24505,1,1,11,1,1,0,890425,3,0
53,117802,1,0,20,0,1,0,505435,6,0
39,148177,1,1,11,0,1,1,365852,6,1
59,143303,1,1,17,1,1,1,128788,3,0
43,129897,1,0,21,1,0,1,101495,4,1
29,73408,0,0,14,1,0,1,850330,7,0
34,131908,0,1,16,1,0,0,529376,6,0
31,94731,0,1,24,1,1,0,734290,4,0
31,80131,1,1,10,0,1,0,238609,2,1
51,79280,1,0,4,1,1,0,266625,5,1
37,30762,0,1,10,0,1,1,777563,6,0
28,132798,0,0,20,0,1,0,480491,6,1
33,131854,1,0,12,1,1,0,957556,1,0
48,73703,1,1,9,1,0,1,849204,4,0
23,78079,1,0,15,1,1,0,465250,3,0
36,36577,0,0,9,1,0,0,137659,1,0
54,16214,1,1,7,1,0,1,997496,2,0
21,101339,1,1,24,0,0,1,426187,1,0
21,63114,1,0,12,1,1,0,889957,1,0
37,78230,0,1,20,1,1,0,578653,5,0
27,82194,1,0,24,0,1,0,366921,5,0
41,127333,0,1,14,1,1,0,825085,1,0
52,52792,1,1,22,1,1,0,801151,5,0
43,60807,1,1,16,1,0,1,713141,7,0
54,140266,0,1,19,0,0,0,351897,5,1
55,119292,1,0,23,1,1,0,360133,1,1
38,137984,0,1,3,1,0,0,786861,4,0
57,28777,1,0,11,1,0,0,225409,5,0
56,53346,0,0,23,1,1,0,165258,1,1
38,69703,1,1,21,0,0,0,577049,4,0
27,109977,0,1,20,1,0,0,700473,6,0
55,62819,0,1,19,0,1,0,123719,5,0
21,149917,1,1,8,1,0,0,474325,1,1
37,125186,0,1,20,1,1,1,753708,5,0
34,38290,1,0,8,1,1,1,690974,4,0
24,127551,0,1,3,0,1,0,310909,7,0
21,113682,1,0,10,1,0,0,259506,1,1
46,149365,1,0,13,1,0,0,857801,4,0
31,133017,1,0,9,0,0,0,644808,6,0
20,134496,1,0,6,1,1,0,419025,3,1
41,72089,0,1,15,1,0,0,390690,2,0
54,143713,1,1,16,1,0,1,376126,7,1
33,31619,1,0,5,1,1,0,693739,3,0
21,93006,1,0,21,0,1,1,643924,5,0
41,29779,1,1,13,0,1,1,329292,4,0
51,36630,1,0,19,0,0,1,357701,1,0
47,120575,0,1,2,1,1,1,813447,7,0
35,130436,1,0,6,1,0,1,242029,4,1
36,37784,0,1,1,1,1,1,398850,5,0
48,127167,0,0,15,1,1,1,741487,1,0
36,82359,1,0,15,0,1,1,461521,7,0
36,93608,1,0,14,1,1,1,687159,3,0
39,30111,0,1,7,0,0,0,230448,4,0
41,39161,0,1,5,1,0,0,686025,2,0
29,133920,0,1,20,1,0,1,331568,7,1
47,119823,1,0,25,0,1,1,665263,6,0
55,140014,0,0,16,1,0,1,983796,6,0
48,145466,0,0,17,0,1,0,205687,5,1
53,82313,1,0,11,0,1,0,662227,5,0
36,95308,0,0,15,1,0,1,951491,4,0
53,61389,1,0,20,0,1,1,632586,3,0
47,122800,0,1,16,0,1,1,743290,3,0
50,134547,1,1,3,1,0,1,819782,2,0
35,39502,0,1,6,0,0,1,106480,2,0
45,50757,1,0,21,0,1,1,866322,4,0
28,56111,1,1,23,1,0,0,954825,1,0
50,113273,0,0,13,0,1,0,104349,3,1
34,73645,1,0,1,1,0,0,166964,7,1
23,125218,0,1,21,0,1,1,663779,7,0
21,74055,1,0,14,1,1,1,487032,7,0
37,134815,1,0,2,1,1,0,802138,1,0
44,116026,1,0,2,1,0,0,975131,1,0
32,85192,1,0,15,1,0,1,783037,4,0
23,67021,1,0,18,1,1,0,720728,2,0
31,44092,1,1,9,0,0,0,359360,1,0
28,147314,1,1,3,1,0,0,967686,4,0
56,121843,0,0,4,1,0,0,704633,2,0
26,147903,0,0,15,0,1,1,244344,1,1
43,65721,1,1,5,1,0,1,242900,1,1
33,43511,1,1,20,0,0,1,144431,7,0
22,87782,1,1,20,0,0,1,501072,2,0
27,112003,0,0,5,1,1,0,635511,6,0
20,70568,1,1,10,0,1,0,925845,2,0
30,149304,0,1,16,0,1,0,156822,5,1
60,117062,1,0,25,0,0,1,659977,7,0
47,119301,1,0,12,1,1,1,566918,5,0
23,66507,1,1,25,0,0,1,899069,4,0
34,139277,1,0,14,1,0,1,622299,4,0
36,144999,1,1,22,1,1,0,801894,3,0
59,115128,0,1,11,0,0,1,569456,5,0
52,25683,1,0,19,1,1,0,960470,2,0
43,38664,0,0,6,0,0,0,901698,5,0
22,117364,0,1,10,0,0,0,148068,6,1
46,79340,1,0,20,1,0,1,461769,7,0
54,102236,1,0,3,1,0,1,275428,4,1
37,26017,1,0,22,1,0,0,448439,6,0
38,51613,0,0,15,0,1,0,770406,4,0
27,45348,0,0,11,0,1,1,617062,6,0
22,24491,0,0,22,0,1,1,649558,4,0
53,136070,1,0,2,1,1,1,743981,2,0
23,73759,0,1,25,0,0,1,176342,6,0
43,147040,0,0,24,0,0,0,337838,7,1
21,15368,0,1,6,0,1,0,482468,1,0
56,50010,1,0,17,0,1,0,662276,4,0
56,50851,0,1,18,1,0,0,224291,5,0
52,137761,0,0,4,0,1,0,359357,1,0
18,142152,1,1,23,1,0,0,938611,5,0
41,93858,1,0,9,0,0,1,660180,4,0
53,82005,1,1,10,0,1,0,216441,2,1
23,52493,0,0,21,0,0,1,522728,7,0
58,25292,0,0,2,1,0,1,290237,7,0
48,107377,0,1,11,1,1,0,468634,1,0
37,116735,1,1,11,1,1,1,236171,1,1
41,37912,0,0,11,0,0,0,415631,4,0
42,95771,1,1,1,0,1,0,195847,7,0
53,122293,1,1,14,1,0,1,305160,7,1
38,114083,0,0,1,0,1,1,190845,6,0
47,128655,0,1,21,0,0,1,412147,4,1
41,112459,0,0,23,1,0,1,870907,4,0
59,126695,1,1,25,0,0,1,997724,7,0
47,49268,1,0,9,0,0,1,953318,3,0
39,122338,0,1,24,0,0,1,308884,2,1
45,41336,1,0,1,1,0,1,618979,6,0
24,18641,0,0,21,0,0,1,636027,2,0
52,102132,0,1,22,1,0,0,973270,7,0
45,47959,0,1,22,0,0,0,728322,4,0
31,89123,1,0,4,1,1,1,374528,3,0
27,36498,1,0,1,1,0,1,264166,7,0
33,85198,0,1,19,1,1,1,757480,4,0
33,42197,0,1,10,1,1,0,494209,4,0
48,123775,1,1,15,0,1,0,187295,2,1
59,40032,0,1,20,1,0,1,904582,7,0
42,74624,1,1,4,0,0,1,951113,3,0
30,93177,0,1,20,0,1,1,883329,2,0
23,56964,1,0,14,1,0,1,407532,4,0
26,126030,0,1,5,0,0,0,413260,5,0
53,69646,1,1,15,0,0,0,286825,1,0
60,96187,0,1,15,0,0,1,987517,7,0
37,132399,1,1,25,0,0,1,135673,6,1
35,71747,1,0,16,1,0,0,763650,4,0
60,60712,1,0,16,0,1,0,160123,6,0
38,86820,1,0,4,0,1,1,344636,3,0
21,140342,0,0,25,0,1,1,903059,7,0
50,106228,1,1,9,0,1,0,611941,5,0
44,89353,1,0,1,0,1,0,173474,6,0
24,107091,0,1,5,1,0,0,814204,7,0
23,100914,1,1,9,0,0,1,687192,6,0
32,121718,0,0,20,1,0,0,820065,3,0
35,26539,1,0,5,0,1,1,203798,4,0
49,61219,1,1,4,1,1,0,168245,4,1
28,28334,1,0,16,0,0,0,258701,1,0
37,22903,1,0,2,0,1,0,473102,3,0
41,73008,1,1,16,1,0,1,406330,5,0
32,114318,1,1,18,1,0,1,320693,1,1
24,82300,0,1,2,1,0,0,146537,7,1
38,144263,0,1,16,0,1,1,392976,3,1
59,35842,1,1,1,1,1,0,123472,4,0
43,57372,1,0,16,1,0,1,279922,1,0
31,129316,0,1,3,1,0,0,215735,4,1
54,113971,0,1,15,0,1,0,186298,2,1
38,53744,1,1,11,0,1,1,633795,2,0
35,131082,1,0,10,0,1,0,306186,1,1
22,72442,1,1,17,1,1,1,679984,1,0
20,144070,1,1,4,0,0,0,565463,3,0
40,100990,1,0,17,0,0,1,156373,7,1
43,136670,1,1,4,0,1,0,640267,5,0
54,121917,0,1,19,0,1,0,508265,5,0
41,18650,1,1,25,1,1,1,945513,2,0
36,60117,1,0,1,0,1,0,124997,2,0
42,106244,0,0,14,1,0,1,811504,2,0
38,18190,0,1,24,1,1,0,312441,4,0
29,63113,0,1,11,1,1,0,710009,5,0
58,47125,0,1,25,1,0,0,646034,1,0
50,145000,1,0,7,1,1,0,842753,2,0
21,126904,0,0,17,1,0,1,371747,6,1
59,33768,0,0,4,0,0,1,439121,3,0
24,96099,1,0,10,1,0,1,104570,7,1
39,102421,0,0,17,0,1,0,787676,1,0
50,21895,0,0,4,1,0,1,151604,7,0
34,86017,1,1,19,0,1,1,118467,1,1
41,38932,1,0,18,1,1,0,882693,1,0
51,36360,1,1,17,0,0,1,964813,5,0
45,69847,1,0,6,0,0,0,601062,2,0
60,105365,1,1,7,1,0,0,520159,3,0
58,100468,1,0,6,1,1,1,301441,7,1
56,53931,1,1,25,1,1,1,336177,4,0
39,70823,0,1,12,1,0,1,884855,3,0
34,53032,0,1,9,0,1,1,103340,3,0
51,33807,1,0,18,0,0,0,929964,6,0
23,68413,0,0,2,1,1,1,833208,3,0
23,30540,1,0,25,1,1,0,857508,4,0
51,85248,0,1,17,0,1,1,821535,3,0
18,125494,1,1,21,1,1,0,289990,6,1
27,100435,0,1,1,0,0,1,144188,3,0
38,34787,1,0,23,1,0,1,639499,7,0
22,35982,0,0,9,1,0,0,375640,2,0
19,37606,1,1,6,0,1,1,980813,6,0
39,127223,0,0,2,0,1,1,812608,2,0
19,61936,0,0,6,1,0,1,599671,2,0
27,108286,1,0,9,0,0,1,850985,1,0
51,52381,0,0,3,1,0,0,534361,6,0
33,136465,0,1,16,0,1,0,990136,3,0
56,43074,0,0,25,1,0,1,129672,7,0
39,59194,0,0,24,1,0,0,181481,7,1
29,41853,0,1,15,1,0,1,576454,7,0
41,88719,1,1,12,0,0,0,305327,5,1
57,133724,1,0,23,0,0,0,791387,5,0
55,28703,0,0,8,0,0,0,529467,5,0
27,132491,1,0,6,0,0,1,512619,7,1
52,73453,0,0,3,1,0,0,863423,4,0
49,103478,1,1,23,0,0,0,911582,7,0
24,48161,0,1,4,0,1,1,700050,2,0
38,129296,0,1,10,0,0,0,278012,2,1
37,48349,0,0,14,1,0,1,936908,7,0
43,62098,0,0,21,0,0,0,989140,2,0
21,123435,1,1,24,0,1,1,338780,6,1
39,146204,1,0,15,1,1,0,597457,4,0
32,66990,1,1,7,1,0,1,396346,3,0
57,83921,0,1,7,1,1,0,370873,1,0
38,115572,1,1,8,1,1,0,648226,7,0
32,22213,1,1,10,1,0,1,858617,7,0
39,139693,0,1,19,1,1,0,175302,6,1
45,106655,0,1,19,1,1,0,436064,2,0
31,83371,0,1,2,0,0,1,650050,3,0
44,83274,1,0,15,1,0,1,784084,5,0
58,122853,1,1,1,1,1,0,714874,7,0
57,19134,0,1,10,1,0,1,120653,1,0
45,106428,1,0,6,1,0,0,768867,5,0
43,54601,0,1,22,1,0,1,435058,7,0
19,88889,1,0,13,0,1,1,273845,3,1
42,30690,0,1,10,0,0,1,473435,3,0
20,16909,1,0,12,0,1,1,135205,5,0
25,106239,1,0,24,0,1,0,898003,6,0
50,95032,1,0,6,0,0,1,268392,1,1
59,27062,0,1,6,0,1,0,216042,5,0
52,90386,0,0,1,0,0,0,673141,5,0
23,114270,0,1,12,1,0,0,261262,6,1
56,81425,1,1,23,1,0,0,218088,5,1
40,99981,0,1,23,1,0,0,713404,1,0
42,119470,1,1,10,1,0,1,529738,4,0
60,103887,0,1,25,1,1,1,565017,1,0
36,96542,0,1,14,1,1,0,144489,6,1
22,64112,1,1,15,0,0,0,360513,5,0
28,74010,1,0,23,1,1,1,608062,2,0
29,39485,0,1,24,1,1,0,757197,2,0
27,104299,0,1,4,1,1,1,940195,3,0
25,120584,1,0,25,0,1,0,182945,4,1
41,147139,1,1,1,0,0,1,681252,7,0
45,35607,0,0,8,0,0,1,230349,7,0
58,76597,1,0,3,1,0,0,680686,6,0
53,89554,0,1,14,1,1,1,969029,3,0
54,30187,0,1,17,1,1,0,980954,7,0
38,18985,0,0,2,0,0,1,677486,3,0
25,66514,1,1,15,0,0,1,447885,2,0
26,33608,0,0,6,1,1,0,149427,1,0
32,86327,0,0,5,0,0,1,762219,3,0
57,32221,1,1,14,1,1,1,407651,3,0
35,63506,1,0,19,0,0,0,972933,7,0
59,35968,1,1,9,0,0,1,686858,4,0
37,142677,0,1,8,0,1,0,506070,7,1
23,117951,1,0,3,1,0,0,788373,2,0
29,123306,1,0,18,0,0,1,393798,1,1
19,58601,0,1,8,1,0,0,862744,4,0
24,87178,0,1,16,1,0,1,339779,1,1
33,84893,0,1,15,1,0,1,778414,7,0
20,101799,0,0,21,0,0,0,435872,1,0
20,63367,1,1,15,0,1,1,160254,3,0
44,28201,0,0,16,0,1,1,560936,4,0
60,148811,1,0,25,1,1,1,800566,3,0
57,28231,0,0,1,0,1,0,902713,5,0
55,24964,0,1,10,0,1,0,892295,1,0
50,27336,1,0,19,1,0,1,414347,4,0
45,92475,1,1,5,1,0,0,568454,2,0
18,97212,1,0,18,1,1,1,398683,3,0
25,90379,0,1,3,0,0,1,361137,5,0
54,60591,0,1,4,0,0,0,310144,6,0
49,76750,1,0,4,1,0,0,424582,5,0
60,105648,1,1,11,0,0,0,116077,5,0
54,111134,0,0,9,1,0,1,486112,3,0
21,113537,1,0,1,0,1,0,655340,2,0
47,77672,1,0,25,1,1,1,430099,7,0
23,42228,0,0,16,0,0,1,768878,4,0
36,29429,1,0,9,1,1,1,762756,1,0
49,99294,0,0,11,1,1,0,184548,2,1
26,130577,0,0,6,1,1,0,271149,3,1
29,103074,0,1,17,0,1,0,111981,6,1
28,83936,1,0,12,0,0,1,723277,4,0
33,72378,1,0,22,0,1,1,692580,1,0
18,52310,1,1,8,1,0,0,426986,6,0
38,116827,1,1,16,1,1,0,847314,4,0
47,114862,0,0,5,1,1,0,383363,1,1
30,53889,0,0,21,1,0,0,997294,7,0
51,66428,1,0,1,1,0,0,137853,1,1
21,125502,1,1,17,1,1,0,236718,5,1
45,65255,1,0,24,1,1,0,809405,6,0
55,120824,1,1,21,1,0,0,277997,6,1
48,20409,0,0,8,1,1,0,274999,3,0
44,57438,1,0,10,0,0,1,243063,2,0
22,22869,0,1,18,1,0,0,576228,7,0
42,40958,1,0,15,0,0,0,135723,5,0
20,90622,1,0,20,1,1,1,780147,5,0
50,41442,1,0,13,0,0,1,453837,4,0
21,96948,0,1,10,1,0,1,406935,6,0
42,40596,1,0,9,0,1,1,175171,1,0
37,90791,0,0,13,1,0,1,508148,1,0
51,57406,0,1,3,1,1,1,923343,7,0
43,55524,1,1,22,1,1,1,620422,4,0
22,125160,0,0,23,0,0,0,485602,6,1
52,20062,0,0,3,1,1,0,468092,3,0
45,59645,0,1,1,0,1,0,987733,1,0
46,137759,1,0,2,0,1,1,465656,5,0
26,22244,0,0,11,0,0,0,503162,5,0
55,100501,0,1,14,0,0,1,447043,6,0
23,132450,1,0,10,0,0,0,245459,1,1
36,31956,1,0,7,1,1,1,562357,1,0
28,31709,0,1,23,0,0,0,936005,3,0
19,133428,0,0,1,0,0,0,739586,6,0
26,30210,0,0,7,0,1,0,665693,1,0
38,117081,0,0,15,0,0,0,633440,3,0
41,115025,1,1,11,1,1,0,329506,5,1
51,139476,1,0,6,1,0,0,528631,3,1
39,74846,0,1,22,1,1,0,589095,1,0
20,80480,1,1,7,0,1,1,997007,2,0
29,67960,0,0,7,0,1,1,344085,6,0
45,100765,1,1,1,0,1,0,999622,7,0
47,132265,1,0,10,1,0,0,729265,1,0
43,63137,0,0,21,0,1,0,525064,2,0
38,133922,0,0,15,1,1,0,536610,5,0
45,136280,0,1,8,0,1,1,824625,6,0
43,58876,0,0,24,0,1,1,131455,7,0
50,109547,1,0,19,1,1,0,850708,4,0
38,65227,1,0,3,0,1,0,428704,6,0
52,99433,0,1,23,1,0,0,978196,5,0
51,88704,1,1,15,0,1,0,598559,5,0
58,21861,1,0,4,1,0,1,247993,5,0
35,76914,0,0,6,0,1,1,525395,3,0
28,78888,0,0,25,0,1,1,202895,7,0
40,94286,1,0,10,0,0,1,807595,5,0
39,76293,0,1,18,0,1,0,787397,4,0
34,83515,0,1,16,0,1,1,133275,1,1
22,22065,1,1,18,1,0,0,923124,2,0
28,103720,1,1,6,1,0,1,895304,6,0
47,73876,0,1,19,0,0,1,676052,6,0
32,98797,1,1,17,1,0,0,219564,5,1
44,106141,0,1,18,1,1,1,715159,2,0
52,117390,0,0,13,1,0,0,710431,5,0
50,111856,1,0,7,1,0,0,266033,3,1
37,81201,1,0,20,0,0,0,648754,2,0
